TITLE="LBM output"
VARIABLES = "X", "Y", "U","V","density","f0","f1","f2","f3","f4","f5","f6","f7","f8","feq0","feq1","feq2","feq3","feq4","feq5","feq6","feq7","feq8",
ZONE T = "fluid", I=40, J=40, F=POINT
SOLUTIONTIME=1471
    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17851e+00    2.30139e+00    5.75396e-01    5.75393e-01    5.75396e-01    5.75393e-01    1.43934e-01    1.43837e-01    1.43934e-01    1.43837e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17916e+00    2.30168e+00    5.75306e-01    5.75587e-01    5.75449e-01    5.75587e-01    1.43917e-01    1.43858e-01    1.43917e-01    1.43858e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    2.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17914e+00    2.30167e+00    5.75510e-01    5.75518e-01    5.75380e-01    5.75518e-01    1.43939e-01    1.43831e-01    1.43939e-01    1.43831e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    3.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17889e+00    2.30156e+00    5.75345e-01    5.75545e-01    5.75402e-01    5.75545e-01    1.43964e-01    1.43780e-01    1.43964e-01    1.43780e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    4.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17883e+00    2.30154e+00    5.75426e-01    5.75491e-01    5.75363e-01    5.75491e-01    1.44001e-01    1.43759e-01    1.44001e-01    1.43759e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    5.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17856e+00    2.30143e+00    5.75353e-01    5.75469e-01    5.75347e-01    5.75469e-01    1.44052e-01    1.43699e-01    1.44052e-01    1.43699e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    6.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17836e+00    2.30134e+00    5.75359e-01    5.75436e-01    5.75319e-01    5.75436e-01    1.44104e-01    1.43633e-01    1.44104e-01    1.43633e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    7.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17811e+00    2.30123e+00    5.75317e-01    5.75411e-01    5.75293e-01    5.75411e-01    1.44156e-01    1.43567e-01    1.44156e-01    1.43567e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    8.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17784e+00    2.30112e+00    5.75302e-01    5.75375e-01    5.75262e-01    5.75375e-01    1.44211e-01    1.43493e-01    1.44211e-01    1.43493e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    9.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.17755e+00    2.30100e+00    5.75264e-01    5.75341e-01    5.75232e-01    5.75341e-01    1.44264e-01    1.43424e-01    1.44264e-01    1.43424e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.00000e+01    0.00000e+00    0.00000e+00    0.00000e+00    5.17726e+00    2.30088e+00    5.75240e-01    5.75303e-01    5.75200e-01    5.75303e-01    1.44316e-01    1.43352e-01    1.44316e-01    1.43352e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.10000e+01    0.00000e+00    0.00000e+00    0.00000e+00    5.17695e+00    2.30075e+00    5.75205e-01    5.75265e-01    5.75169e-01    5.75265e-01    1.44367e-01    1.43284e-01    1.44367e-01    1.43284e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.20000e+01    0.00000e+00    0.00000e+00    0.00000e+00    5.17665e+00    2.30062e+00    5.75176e-01    5.75225e-01    5.75137e-01    5.75225e-01    1.44414e-01    1.43216e-01    1.44414e-01    1.43216e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.30000e+01    0.00000e+00    0.00000e+00    0.00000e+00    5.17635e+00    2.30050e+00    5.75143e-01    5.75187e-01    5.75107e-01    5.75187e-01    1.44456e-01    1.43154e-01    1.44456e-01    1.43154e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.40000e+01    0.00000e+00    0.00000e+00    0.00000e+00    5.17606e+00    2.30038e+00    5.75114e-01    5.75149e-01    5.75078e-01    5.75149e-01    1.44495e-01    1.43096e-01    1.44495e-01    1.43096e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.50000e+01    0.00000e+00    0.00000e+00    0.00000e+00    5.17578e+00    2.30027e+00    5.75084e-01    5.75113e-01    5.75052e-01    5.75113e-01    1.44526e-01    1.43045e-01    1.44526e-01    1.43045e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
    1.60000e+01    0.00000e+00    0.00000e+00    0.00000e+00    5.17552e+00    2.30017e+00    5.75058e-01    5.75080e-01    5.75028e-01    5.75080e-01    1.44550e-01    1.43002e-01    1.44550e-01    1.43002e-01    2.92070e+00    9.85921e-01    7.30175e-01    5.41145e-01    7.30175e-01    2.46480e-01    1.35286e-01    1.35286e-01    2.46480e-01
